Sample	imputed	true	ext_dosage	GWAS_SNP_dosage
Fake_sample_1648	2/10	2/8	0.0	1.0
Fake_sample_1649	2/5	2/5	0.0	0.0
Fake_sample_1650	2/2	2/2	0.0	0.0
Fake_sample_1651	2/8	2/8	0.0	1.0
Fake_sample_1652	2/2	2/2	0.0	0.0
Fake_sample_1653	2/9	2/9	0.0	1.0
Fake_sample_1654	2/6	2/6	0.0	0.0
Fake_sample_1655	2/5	2/5	0.0	0.0
Fake_sample_1656	2/8	2/8	0.0	1.0
Fake_sample_1657	2/4	2/4	0.0	0.0
Fake_sample_1658	2/5	2/5	0.0	0.0
Fake_sample_1659	2/30	2/584	0.77	1.0
Fake_sample_1660	2/9	2/7	0.0	0.0
Fake_sample_1661	2/9	2/753	0.01	1.0
Fake_sample_1662	2/2	2/2	0.0	0.0
Fake_sample_1663	2/2	2/2	0.0	0.0
Fake_sample_1664	2/30	2/12	0.9	1.0
Fake_sample_1665	2/7	2/7	0.0	1.0
Fake_sample_1666	2/6	2/6	0.0	0.0
Fake_sample_1667	2/5	2/5	0.0	0.0
Fake_sample_1668	2/2	2/2	0.0	0.0
Fake_sample_1669	2/4	2/4	0.0	0.0
Fake_sample_1670	2/5	2/2	0.0	0.0
Fake_sample_1671	2/8	2/8	0.0	1.0
Fake_sample_1672	2/6	2/6	0.0	0.0
Fake_sample_1673	2/5	2/5	0.0	0.0
Fake_sample_1674	5/8	5/11	0.01	1.0
Fake_sample_1675	2/5	2/5	0.0	0.0
Fake_sample_1676	5/10	5/10	0.0	1.0
Fake_sample_1677	2/5	2/5	0.0	0.0
Fake_sample_1678	2/2	2/2	0.0	0.0
Fake_sample_1679	2/18	2/17	0.0	1.0
Fake_sample_1680	2/5	2/5	0.0	0.0
Fake_sample_1681	8/10	9/13	0.0	2.0
Fake_sample_1682	2/5	2/5	0.07	0.0
Fake_sample_1683	5/8	5/8	0.0	1.0
Fake_sample_1684	2/2	2/2	0.0	0.0
Fake_sample_1685	7/30	7/19	0.74	1.0
Fake_sample_1686	2/2	2/2	0.0	0.0
Fake_sample_1687	5/6	5/6	0.0	0.0
Fake_sample_1688	5/8	5/8	0.0	1.0
Fake_sample_1689	2/5	2/5	0.0	0.0
Fake_sample_1690	2/5	2/5	0.0	1.0
Fake_sample_1691	5/30	5/1379	1.0	1.0
Fake_sample_1692	2/5	2/5	0.0	0.0
Fake_sample_1693	8/9	8/9	0.0	2.0
Fake_sample_1694	2/8	2/8	0.08	1.0
Fake_sample_1695	2/2	2/2	0.0	0.0
Fake_sample_1696	2/8	2/8	0.0	1.0
Fake_sample_1697	2/5	2/5	0.0	0.0
Fake_sample_1698	2/5	2/5	0.0	0.0
Fake_sample_1699	2/8	2/14	0.0	1.0
Fake_sample_1700	2/8	2/11	0.0	1.0
Fake_sample_1701	4/6	4/6	0.0	1.0
Fake_sample_1702	4/7	4/7	0.0	0.0
Fake_sample_1703	2/2	2/2	0.0	0.0
Fake_sample_1704	5/11	5/10	0.02	1.0
Fake_sample_1705	2/8	2/8	0.0	1.0
Fake_sample_1706	2/2	2/2	0.0	0.0
Fake_sample_1707	2/8	2/8	0.0	1.0
Fake_sample_1708	2/5	2/12	0.01	1.0
Fake_sample_1709	7/9	7/10	0.0	1.0
Fake_sample_1710	2/2	2/2	0.0	0.0
Fake_sample_1711	2/2	2/2	0.0	0.0
Fake_sample_1712	4/5	4/5	0.0	0.0
Fake_sample_1713	30/30	13/13	1.12	2.0
Fake_sample_1714	2/2	2/2	0.0	0.0
Fake_sample_1715	2/8	2/8	0.07	1.0
Fake_sample_1716	2/4	2/4	0.0	0.0
Fake_sample_1717	8/10	10/12	0.02	2.0
Fake_sample_1718	2/2	2/2	0.0	0.0
Fake_sample_1719	8/9	8/8	0.0	2.0
Fake_sample_1720	2/5	2/5	0.0	0.0
Fake_sample_1721	8/8	8/10	0.0	2.0
Fake_sample_1722	2/4	2/4	0.0	0.0
Fake_sample_1723	2/8	2/11	0.0	1.0
Fake_sample_1724	2/2	2/2	0.0	0.0
Fake_sample_1725	2/7	2/7	0.0	1.0
Fake_sample_1726	2/8	2/8	0.0	1.0
Fake_sample_1727	2/4	2/4	0.0	0.0
Fake_sample_1728	2/2	2/2	0.0	0.0
Fake_sample_1729	2/9	2/9	0.0	1.0
Fake_sample_1730	2/8	2/8	0.0	1.0
Fake_sample_1731	2/2	2/2	0.0	0.0
Fake_sample_1732	2/10	2/14	0.0	1.0
Fake_sample_1733	2/2	2/2	0.0	0.0
Fake_sample_1734	5/6	4/5	0.0	0.0
Fake_sample_1735	2/8	2/8	0.0	1.0
Fake_sample_1736	2/5	2/5	0.0	0.0
Fake_sample_1737	2/2	2/2	0.0	0.0
Fake_sample_1738	10/30	8/18	0.9	2.0
Fake_sample_1739	2/2	2/2	0.0	0.0
Fake_sample_1740	6/8	6/9	0.0	1.0
Fake_sample_1741	2/2	2/2	0.0	0.0
Fake_sample_1742	2/8	2/8	0.0	1.0
Fake_sample_1743	2/2	2/2	0.0	0.0
Fake_sample_1744	2/2	2/2	0.0	0.0
Fake_sample_1745	2/2	2/2	0.0	0.0
Fake_sample_1746	2/2	3/2	0.0	0.0
Fake_sample_1747	2/2	2/2	0.0	0.0
Fake_sample_1748	2/11	2/423	0.0	1.0
Fake_sample_1749	5/6	5/6	0.0	0.0
Fake_sample_1750	2/2	2/2	0.0	0.0
Fake_sample_1751	2/10	2/10	0.01	1.0
Fake_sample_1752	2/9	2/7	0.01	1.0
Fake_sample_1753	2/2	2/2	0.0	0.0
Fake_sample_1754	2/2	2/2	0.0	0.0
Fake_sample_1755	2/11	2/11	0.0	1.0
Fake_sample_1756	10/11	10/11	0.02	2.0
Fake_sample_1757	2/8	2/8	0.0	1.0
Fake_sample_1758	2/2	2/2	0.0	0.0
Fake_sample_1759	2/2	2/2	0.0	0.0
Fake_sample_1760	2/5	2/5	0.0	0.0
Fake_sample_1761	2/24	2/12	0.0	1.0
Fake_sample_1762	5/12	5/12	0.08	1.0
Fake_sample_1763	2/10	2/10	0.0	1.0
Fake_sample_1764	2/6	2/6	0.0	0.0
Fake_sample_1765	2/2	2/2	0.0	0.0
Fake_sample_1766	2/5	2/5	0.0	0.0
Fake_sample_1767	5/10	5/10	0.0	1.0
Fake_sample_1768	5/20	5/1212	0.03	1.0
Fake_sample_1769	2/2	2/2	0.0	0.0
Fake_sample_1770	2/2	2/2	0.0	0.0
Fake_sample_1771	2/9	2/6	0.0	0.0
Fake_sample_1772	2/8	2/8	0.0	1.0
Fake_sample_1773	2/10	2/10	0.17	1.0
Fake_sample_1774	2/5	2/5	0.0	0.0
Fake_sample_1775	2/5	2/5	0.0	0.0
Fake_sample_1776	5/6	5/6	0.0	0.0
Fake_sample_1777	5/22	5/10	0.01	0.0
Fake_sample_1778	2/2	2/2	0.0	0.0
Fake_sample_1779	4/30	4/1200	1.0	1.0
Fake_sample_1780	2/8	2/8	0.0	1.0
Fake_sample_1781	2/2	2/8	0.0	0.0
Fake_sample_1782	4/7	4/10	0.0	1.0
Fake_sample_1783	2/5	2/5	0.0	0.0
Fake_sample_1784	2/5	2/5	0.0	0.0
Fake_sample_1785	4/8	8/8	0.0	1.0
Fake_sample_1786	8/8	8/8	0.0	1.0
Fake_sample_1787	2/6	2/6	0.0	0.0
Fake_sample_1788	8/8	8/12	0.04	2.0
Fake_sample_1789	2/2	2/2	0.0	0.0
Fake_sample_1790	2/2	2/2	0.0	0.0
Fake_sample_1791	2/8	2/10	0.0	1.0
Fake_sample_1792	2/2	2/2	0.0	0.0
Fake_sample_1793	9/12	9/12	0.11	2.0
Fake_sample_1794	5/8	5/8	0.0	1.0
Fake_sample_1795	2/5	2/5	0.0	0.0
Fake_sample_1796	2/8	2/11	0.02	1.0
Fake_sample_1797	2/2	2/2	0.0	0.0
Fake_sample_1798	2/2	2/2	0.0	0.0
Fake_sample_1799	2/2	2/2	0.0	0.0
Fake_sample_1800	2/8	2/8	0.0	1.0
Fake_sample_1801	2/8	2/8	0.0	1.0
Fake_sample_1802	2/8	2/8	0.0	1.0
Fake_sample_1803	2/8	2/8	0.0	1.0
Fake_sample_1804	2/8	2/8	0.0	1.0
Fake_sample_1805	2/2	2/2	0.0	0.0
Fake_sample_1806	2/5	2/5	0.0	0.0
Fake_sample_1807	2/8	2/8	0.0	1.0
Fake_sample_1808	2/8	2/8	0.0	1.0
Fake_sample_1809	2/2	2/2	0.0	0.0
Fake_sample_1810	2/8	2/8	0.0	1.0
Fake_sample_1811	2/2	2/2	0.0	0.0
Fake_sample_1812	8/11	8/11	0.0	2.0
Fake_sample_1813	2/2	2/2	0.0	0.0
Fake_sample_1814	2/5	2/5	0.0	0.0
Fake_sample_1815	8/8	8/8	0.0	2.0
Fake_sample_1816	6/11	6/14	0.0	1.0
Fake_sample_1817	2/2	2/2	0.0	0.0
Fake_sample_1818	2/2	2/2	0.0	0.0
Fake_sample_1819	2/8	2/8	0.0	1.0
Fake_sample_1820	2/6	2/6	0.0	0.0
Fake_sample_1821	2/2	2/2	0.0	0.0
Fake_sample_1822	5/6	5/6	0.0	0.0
Fake_sample_1823	2/5	2/5	0.0	0.0
Fake_sample_1824	5/6	5/6	0.05	1.0
Fake_sample_1825	2/2	2/2	0.0	0.0
Fake_sample_1826	2/6	2/6	0.0	0.0
Fake_sample_1827	11/19	11/13	0.1	2.0
Fake_sample_1828	2/2	2/2	0.0	0.0
Fake_sample_1829	2/8	2/8	0.0	1.0
Fake_sample_1830	2/12	2/12	0.08	1.0
Fake_sample_1831	2/2	2/2	0.0	0.0
Fake_sample_1832	2/10	2/1262	0.13	1.0
Fake_sample_1833	5/6	5/6	0.0	0.0
Fake_sample_1834	2/5	2/5	0.0	0.0
Fake_sample_1835	2/8	2/9	0.0	1.0
Fake_sample_1836	2/5	2/5	0.0	1.0
Fake_sample_1837	2/2	2/2	0.0	0.0
Fake_sample_1838	5/5	2/5	0.0	1.0
Fake_sample_1839	2/5	2/5	0.0	0.0
Fake_sample_1840	2/8	2/8	0.0	1.0
Fake_sample_1841	2/10	5/10	0.0	1.0
Fake_sample_1842	2/2	2/2	0.0	0.0
Fake_sample_1843	6/6	6/8	0.0	1.0
Fake_sample_1844	2/5	2/5	0.0	0.0
Fake_sample_1845	2/2	2/2	0.0	0.0
Fake_sample_1846	5/8	5/8	0.0	1.0
Fake_sample_1847	2/2	2/2	0.0	0.0
Fake_sample_1848	2/5	3/2	0.0	0.0
Fake_sample_1849	2/10	2/10	0.0	1.0
Fake_sample_1850	2/5	2/5	0.0	0.0
Fake_sample_1851	2/8	2/8	0.0	1.0
Fake_sample_1852	2/5	2/5	0.0	0.0
Fake_sample_1853	2/6	2/6	0.0	0.0
Fake_sample_1854	2/2	2/2	0.0	0.0
Fake_sample_1855	2/8	2/8	0.0	1.0
Fake_sample_1856	2/2	2/2	0.0	0.0
Fake_sample_1857	2/2	2/2	0.0	0.0
Fake_sample_1858	2/5	2/5	0.0	0.0
Fake_sample_1859	4/5	4/5	0.0	0.0
Fake_sample_1860	4/6	4/8	0.0	1.0
Fake_sample_1861	2/2	2/2	0.0	0.0
Fake_sample_1862	2/11	2/11	0.0	1.0
Fake_sample_1863	2/8	2/8	0.0	1.0
Fake_sample_1864	5/30	5/11	0.35	1.0
Fake_sample_1865	2/13	2/13	0.14	1.0
Fake_sample_1866	2/30	2/960	0.82	1.0
Fake_sample_1867	4/10	4/10	0.0	1.0
Fake_sample_1868	5/8	5/8	0.0	1.0
Fake_sample_1869	2/8	2/8	0.0	1.0
Fake_sample_1870	2/2	2/2	0.0	0.0
Fake_sample_1871	10/30	10/881	1.0	2.0
Fake_sample_1872	2/2	2/2	0.0	0.0
Fake_sample_1873	2/5	2/5	0.0	0.0
Fake_sample_1874	2/2	2/2	0.0	0.0
Fake_sample_1875	2/8	2/8	0.25	1.0
Fake_sample_1876	2/5	2/5	0.01	0.0
Fake_sample_1877	2/7	2/12	0.0	1.0
Fake_sample_1878	8/30	8/1187	0.51	1.0
Fake_sample_1879	2/2	2/2	0.0	0.0
Fake_sample_1880	4/8	4/8	0.0	1.0
Fake_sample_1881	2/6	2/6	0.0	0.0
Fake_sample_1882	5/8	5/8	0.0	1.0
Fake_sample_1883	2/6	2/6	0.0	0.0
Fake_sample_1884	2/8	2/9	0.0	1.0
Fake_sample_1885	2/8	2/8	0.0	0.0
Fake_sample_1886	2/2	2/2	0.0	0.0
Fake_sample_1887	2/2	2/2	0.0	0.0
Fake_sample_1888	5/30	5/793	1.0	1.0
Fake_sample_1889	2/9	2/9	0.0	1.0
Fake_sample_1890	2/2	2/2	0.0	0.0
Fake_sample_1891	2/8	2/8	0.0	1.0
Fake_sample_1892	2/2	2/2	0.0	0.0
Fake_sample_1893	2/2	2/2	0.0	0.0
Fake_sample_1894	2/2	2/2	0.0	0.0
Fake_sample_1895	2/8	2/10	0.0	1.0
Fake_sample_1896	2/4	2/4	0.0	0.0
Fake_sample_1897	2/2	2/2	0.0	0.0
Fake_sample_1898	6/8	6/8	0.0	1.0
Fake_sample_1899	2/8	2/8	0.0	1.0
Fake_sample_1900	2/8	2/8	0.0	1.0
Fake_sample_1901	4/30	4/844	0.99	1.0
Fake_sample_1902	2/5	3/2	0.0	0.0
Fake_sample_1903	2/5	2/5	0.0	0.0
Fake_sample_1904	2/30	2/851	0.99	1.0
Fake_sample_1905	4/11	4/11	0.0	1.0
Fake_sample_1906	2/2	2/2	0.0	0.0
Fake_sample_1907	5/30	5/10	0.59	1.0
Fake_sample_1908	2/4	2/5	0.0	0.0
Fake_sample_1909	2/8	2/7	0.0	0.0
Fake_sample_1910	6/8	6/8	0.0	2.0
Fake_sample_1911	2/2	2/2	0.0	0.0
Fake_sample_1912	2/5	2/5	0.0	0.0
Fake_sample_1913	2/30	2/925	0.98	1.0
Fake_sample_1914	2/6	2/6	0.0	0.0
Fake_sample_1915	2/2	2/2	0.0	0.0
Fake_sample_1916	5/8	5/8	0.0	1.0
